id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity,confident,add_ids
921,MEDQA,0.9298603534698486,0.036054596304893494,0.011705214157700539,0.009116029366850853,0.013263745233416557,1,0.40261220932006836,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163063252, 468502519163048614, 468502519163892093, 468502519163166287, 468502519163967065]","[0.7943967580795288, 0.7995701432228088, 0.8051546812057495, 0.8034700155258179, 0.7966651320457458]",1,"[-1, -1, -1, -1, -1]"
922,MEDQA,0.15668179094791412,0.044890083372592926,0.07401122897863388,0.546873152256012,0.17754371464252472,0,1.1486492156982422,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163388751, 468502519163946363, 468502519163482895, 468502519163330027, 468502519163376563]","[0.7978609800338745, 0.801997184753418, 0.8040213584899902, 0.7946289777755737, 0.8211556673049927]",5,"[468502519162778561, 468502519162465925, 468502519163080968, 468502519162797930, 468502519162387201, 468502519163034216, 468502519163034203, 468502519163923517, 468502519162734497, 468502519163597206, 468502519162747945, 468502519163873442, 468502519162927446, 468502519163080968, 468502519162389611, 468502519163616058, 468502519162980718, 468502519162387240, 468502519163439274, 468502519162797932, 468502519162778507, 468502519162387280, 468502519162778536, 468502519162936660, 468502519162465927]"
923,MEDQA,0.019986288622021675,0.0039355335757136345,0.962993323802948,0.010697889141738415,0.002387021901085973,2,0.34525632858276367,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162843300, 468502519162752147, 468502519162879838, 468502519162463759, 468502519162868320]","[0.7842682600021362, 0.769373893737793, 0.7759552597999573, 0.7957763671875, 0.7766379714012146]",1,"[-1, -1, -1, -1, -1]"
924,MEDQA,0.7860056161880493,0.05024765804409981,0.03047674521803856,0.026895632967352867,0.10637429356575012,0,0.572392463684082,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163720084, 468502519163713121, 468502519163784936, 468502519163268898, 468502519163888753]","[0.7863620519638062, 0.7696148753166199, 0.7728443145751953, 0.7737893462181091, 0.7695131301879883]",1,"[-1, -1, -1, -1, -1]"
925,MEDQA,0.0002609217190183699,5.8219498896505684e-05,0.9987106323242188,0.0002609217190183699,0.0007092587184160948,2,0.5906405448913574,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162465927, 468502519163579890, 468502519163422497, 468502519163164647, 468502519163859755]","[0.7840633392333984, 0.7848188281059265, 0.7836369276046753, 0.7978135347366333, 0.7820570468902588]",1,"[-1, -1, -1, -1, -1]"
926,MEDQA,0.1914568394422531,0.35768845677375793,0.1914568394422531,0.09043780714273453,0.1689600646495819,1,1.5792648792266846,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163992909, 468502519163787411, 468502519163667838, 468502519163793475, 468502519163649092]","[0.7796729803085327, 0.8150634765625, 0.8050916790962219, 0.7895675897598267, 0.7901862263679504]",5,"[468502519163323260, 468502519162771577, 468502519163402017, 468502519162873269, 468502519163056886, 468502519163626510, 468502519162973886, 468502519163290886, 468502519163957295, 468502519163866966, 468502519163516054, 468502519163815075, 468502519163626747, 468502519163457348, 468502519162439738, 468502519162951713, 468502519162865609, 468502519163802974, 468502519162807952, 468502519162851208, 468502519162712588, 468502519162947111, 468502519162712614, 468502519162975308, 468502519163962312]"
927,MEDQA,0.3128763437271118,0.05436975881457329,0.3545353412628174,0.13042627274990082,0.14779230952262878,2,1.6393916606903076,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163069094, 468502519163756939, 468502519163900077, 468502519163303987, 468502519162384634]","[0.8063191175460815, 0.8105440139770508, 0.807173490524292, 0.796909511089325, 0.792833685874939]",5,"[468502519162393916, 468502519162298005, 468502519162754600, 468502519162425398, 468502519162953785, 468502519162719583, 468502519163949439, 468502519163561726, 468502519163951813, 468502519163565343, 468502519162717107, 468502519162393916, 468502519162897064, 468502519162393921, 468502519162425398, 468502519162393912, 468502519163348915, 468502519163370400, 468502519163446016, 468502519162733358, 468502519163761134, 468502519162953785, 468502519162425376, 468502519162298005, 468502519162425297]"
928,MEDQA,0.02529558353126049,0.0056442078202962875,0.009305724874138832,0.01054476760327816,0.9492097496986389,1,0.45401883125305176,False,"['TEXT', 'STAT', 'TEXT', 'PBMD', 'TEXT']","[468502519162308065, 468502519162943783, 468502519162389975, 468502519163740103, 468502519162350440]","[0.7672990560531616, 0.7828493118286133, 0.7954883575439453, 0.771703839302063, 0.7678054571151733]",1,"[-1, -1, -1, -1, -1]"
929,MEDQA,0.0021746933925896883,0.00033350003650411963,0.9941495656967163,0.0005498485988937318,0.0027923614252358675,2,0.3975644111633301,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162331457, 468502519163991893, 468502519162331857, 468502519163856720, 468502519163908685]","[0.780726432800293, 0.7969644069671631, 0.783751904964447, 0.7813195586204529, 0.7822555303573608]",1,"[-1, -1, -1, -1, -1]"
930,MEDQA,0.8485347032546997,0.02562352828681469,0.06965196877717972,0.008318740874528885,0.04787105321884155,0,0.42085766792297363,False,"['PBMD', 'TEXT', 'PBMD', 'STAT', 'STAT']","[468502519163879418, 468502519162367768, 468502519163939149, 468502519162840756, 468502519162759004]","[0.7857820987701416, 0.7840157747268677, 0.7803137302398682, 0.7776439189910889, 0.7910649180412292]",1,"[-1, -1, -1, -1, -1]"
931,MEDQA,0.16973474621772766,0.11665686964988708,0.11665686964988708,0.3171062469482422,0.279845267534256,0,1.1971745491027832,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162368942, 468502519163553543, 468502519162369049, 468502519163106720, 468502519163890905]","[0.7783119678497314, 0.7781985998153687, 0.7929052114486694, 0.7772784233093262, 0.7850843071937561]",5,"[468502519162368730, 468502519162395078, 468502519162848374, 468502519162356719, 468502519162339121, 468502519162395078, 468502519162970819, 468502519162848374, 468502519162368730, 468502519162356719, 468502519162848374, 468502519162368730, 468502519162395078, 468502519162356719, 468502519162794725, 468502519162395078, 468502519163776089, 468502519162368730, 468502519162339121, 468502519162970819, 468502519162395078, 468502519162368730, 468502519162970819, 468502519162848374, 468502519162339121]"
932,MEDQA,0.06796342134475708,0.036378197371959686,0.052929967641830444,0.7306756377220154,0.11205274611711502,4,0.5350251197814941,False,"['TEXT', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519162393788, 468502519163757914, 468502519163647571, 468502519162350686, 468502519163784936]","[0.7986574172973633, 0.7969911098480225, 0.7976202964782715, 0.7944126725196838, 0.7944080233573914]",1,"[-1, -1, -1, -1, -1]"
933,MEDQA,0.09220900386571884,0.06337425857782364,0.038438428193330765,0.03392179682850838,0.772056519985199,0,0.5262234210968018,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163705196, 468502519163623152, 468502519163731412, 468502519162341382, 468502519163262696]","[0.7902524471282959, 0.7744276523590088, 0.7714850902557373, 0.772403359413147, 0.7790204882621765]",1,"[-1, -1, -1, -1, -1]"
934,MEDQA,0.1387864351272583,0.17820532619953156,0.09538643062114716,0.2938109040260315,0.2938109040260315,1,0.9681689739227295,False,"['STAT', 'PBMD', 'STAT', 'TEXT', 'PBMD']","[468502519162951158, 468502519163537204, 468502519162479891, 468502519162419088, 468502519163541865]","[0.7737647891044617, 0.7660506963729858, 0.7807282209396362, 0.7770119309425354, 0.7860961556434631]",5,"[468502519162474572, 468502519162331803, 468502519163854020, 468502519163820048, 468502519162419184, 468502519163734687, 468502519163537204, 468502519163766429, 468502519163640665, 468502519163597207, 468502519163803678, 468502519163484698, 468502519163640665, 468502519163736164, 468502519163459610, 468502519162983904, 468502519162781084, 468502519162419191, 468502519162781081, 468502519162983905, 468502519162756558, 468502519162948883, 468502519163537204, 468502519162331803, 468502519162781084]"
935,MEDQA,0.3074740171432495,0.11311337351799011,0.06860672682523727,0.2394610047340393,0.2713448703289032,0,0.8646981716156006,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163130340, 468502519163614842, 468502519163951843, 468502519163444870, 468502519162370924]","[0.7813478708267212, 0.7749678492546082, 0.779301643371582, 0.7862855792045593, 0.7731164693832397]",2,"[468502519162317171, 468502519162320674, 468502519162324169, 468502519162755887, 468502519162425164, 468502519163827347, 468502519162457836, 468502519162324165, 468502519163735055, 468502519163351617]"
936,MEDQA,0.065412737429142,0.05772654339671135,0.0449574738740921,0.03501291573047638,0.7968903183937073,1,0.2907707691192627,False,"['PBMD', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519163997773, 468502519162948399, 468502519162431048, 468502519162471711, 468502519162762179]","[0.759103000164032, 0.755007266998291, 0.7606081962585449, 0.7627292275428772, 0.7517458200454712]",1,"[-1, -1, -1, -1, -1]"
937,MEDQA,0.021230796352028847,0.004180592019110918,0.012877129018306732,0.703067421913147,0.2586440443992615,3,1.0860140323638916,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163110453, 468502519163985104, 468502519162378142, 468502519163113489, 468502519163860835]","[0.7857313752174377, 0.7879761457443237, 0.7994056940078735, 0.7834236025810242, 0.7862920761108398]",2,"[468502519162968806, 468502519162456540, 468502519163407215, 468502519162968858, 468502519162812185, 468502519162435684, 468502519162881199, 468502519163725093, 468502519163226344, 468502519162881222]"
938,MEDQA,0.15286214649677277,0.043795738369226456,0.13490037620067596,0.5335413217544556,0.13490037620067596,3,1.267775535583496,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163329031, 468502519163188499, 468502519163870052, 468502519163512171, 468502519163070623]","[0.7695246934890747, 0.7717896699905396, 0.770637035369873, 0.7795973420143127, 0.7657676339149475]",5,"[468502519162468500, 468502519162468531, 468502519162695360, 468502519162388803, 468502519162472029, 468502519162787929, 468502519162787904, 468502519163941258, 468502519162783853, 468502519163162936, 468502519162468500, 468502519162298879, 468502519163628503, 468502519163013522, 468502519162858521, 468502519162783853, 468502519163527452, 468502519162783830, 468502519162783852, 468502519163941258, 468502519163553856, 468502519162383206, 468502519162383102, 468502519163653424, 468502519162752831]"
939,MEDQA,0.11892040818929672,0.04374837130308151,0.684339702129364,0.01823703572154045,0.134754478931427,0,0.3832113742828369,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163434790, 468502519163824590, 468502519163616048, 468502519163259734, 468502519163047717]","[0.7995145916938782, 0.7647468447685242, 0.7771898508071899, 0.782734751701355, 0.7778434753417969]",1,"[-1, -1, -1, -1, -1]"
940,MEDQA,0.9237905740737915,0.024618184193968773,0.01317716483026743,0.002594737568870187,0.035819247364997864,0,0.33376336097717285,False,"['TEXT', 'TEXT', 'STAT', 'STAT', 'PBMD']","[468502519162328342, 468502519162342936, 468502519162966516, 468502519162756024, 468502519163878963]","[0.7947255373001099, 0.7933295965194702, 0.8013181090354919, 0.7830128073692322, 0.7941817045211792]",1,"[-1, -1, -1, -1, -1]"
941,MEDQA,0.8649776577949524,0.043064702302217484,0.03800446540117264,0.010888461954891682,0.043064702302217484,0,0.3922708034515381,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163734223, 468502519163734402, 468502519163706914, 468502519162415460, 468502519163640258]","[0.7866200804710388, 0.7746571898460388, 0.7840402126312256, 0.7734095454216003, 0.7911508083343506]",1,"[-1, -1, -1, -1, -1]"
942,MEDQA,0.3091675341129303,0.21248753368854523,0.10037200152873993,0.21248753368854523,0.1654854565858841,1,1.8256464004516602,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163705955, 468502519163133814, 468502519163728573, 468502519163738874, 468502519163648386]","[0.7779960036277771, 0.7876763343811035, 0.7873669862747192, 0.7788997888565063, 0.7830070853233337]",5,"[468502519163085983, 468502519163181155, 468502519163804843, 468502519163228201, 468502519163076674, 468502519163822532, 468502519163814053, 468502519163181155, 468502519162787392, 468502519162718566, 468502519163101135, 468502519163543382, 468502519163286967, 468502519162705386, 468502519163559253, 468502519163181155, 468502519162781985, 468502519163212660, 468502519163916328, 468502519163187346, 468502519163361991, 468502519163515032, 468502519163231149, 468502519163367110, 468502519163961744]"
943,MEDQA,0.00043022562749683857,2.141967161151115e-05,0.00026094503118656576,0.0004875095037277788,0.9987999200820923,4,0.495572566986084,False,"['STAT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162766224, 468502519163156708, 468502519162398861, 468502519163414677, 468502519163398929]","[0.7872283458709717, 0.7783645391464233, 0.7775002121925354, 0.772619366645813, 0.7813509702682495]",1,"[-1, -1, -1, -1, -1]"
944,MEDQA,0.05199239403009415,0.016879459843039513,0.05891510844230652,0.05891510844230652,0.8132979273796082,4,0.5647530555725098,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163553133, 468502519163978797, 468502519163685450, 468502519163122050, 468502519163118806]","[0.7619837522506714, 0.7601902484893799, 0.7640038132667542, 0.7671958208084106, 0.7715817093849182]",1,"[-1, -1, -1, -1, -1]"
945,MEDQA,0.12292799353599548,0.3786448836326599,0.07455959916114807,0.0452226847410202,0.3786448836326599,1,1.630570888519287,False,"['TEXT', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519162401501, 468502519162320192, 468502519163740566, 468502519163399814, 468502519163395544]","[0.7417255640029907, 0.7291468977928162, 0.7363252639770508, 0.729279100894928, 0.7302199602127075]",5,"[468502519162371907, 468502519162483794, 468502519162873989, 468502519162308597, 468502519162805676, 468502519163680042, 468502519163996493, 468502519163918376, 468502519162800059, 468502519162800051, 468502519163705329, 468502519163874441, 468502519163962886, 468502519162320222, 468502519163967253, 468502519163336667, 468502519163504318, 468502519163325034, 468502519162435664, 468502519163635210, 468502519162702352, 468502519163900421, 468502519162421327, 468502519162467752, 468502519163244359]"
946,MEDQA,0.00479166628792882,0.0029062924440950155,0.013025098480284214,0.9131299257278442,0.06614691019058228,3,0.41341137886047363,False,"['TEXT', 'PBMD', 'TEXT', 'TEXT', 'TEXT']","[468502519162392811, 468502519163800131, 468502519162357338, 468502519162367636, 468502519162369741]","[0.794539213180542, 0.7913698554039001, 0.7811403274536133, 0.7712669968605042, 0.7733896970748901]",1,"[-1, -1, -1, -1, -1]"
947,MEDQA,0.1970149278640747,0.05644572526216507,0.034236062318086624,0.6068487167358398,0.10545449703931808,1,0.4352595806121826,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162307675, 468502519163187347, 468502519163297895, 468502519163863159, 468502519163993254]","[0.7914214134216309, 0.7879123091697693, 0.7801332473754883, 0.7827170491218567, 0.7815759778022766]",1,"[-1, -1, -1, -1, -1]"
948,MEDQA,0.09142616391181946,0.03363380581140518,0.40974363684654236,0.40974363684654236,0.05545277148485184,3,1.0752861499786377,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'TEXT']","[468502519163648254, 468502519163844265, 468502519162390966, 468502519163198755, 468502519162391174]","[0.7754039168357849, 0.7840781211853027, 0.7685854434967041, 0.7722620368003845, 0.7873203158378601]",2,"[468502519163713195, 468502519163605249, 468502519163684543, 468502519162710236, 468502519163791320, 468502519163713195, 468502519163055001, 468502519163823701, 468502519163823690, 468502519163843461]"
949,MEDQA,0.7311360836029053,0.028349222615361214,0.07706117630004883,0.03640112280845642,0.1270523965358734,0,0.47270989418029785,False,"['PBMD', 'PBMD', 'TEXT', 'TEXT', 'PBMD']","[468502519163714107, 468502519163653146, 468502519162392014, 468502519162391888, 468502519163704301]","[0.8099197149276733, 0.8070163726806641, 0.7949506640434265, 0.8081972599029541, 0.794999361038208]",1,"[-1, -1, -1, -1, -1]"
950,MEDQA,0.741546094417572,0.005661774426698685,0.10035734623670578,0.00641563069075346,0.1460190862417221,0,0.3699917793273926,False,"['PBMD', 'PBMD', 'STAT', 'TEXT', 'PBMD']","[468502519163004864, 468502519163766449, 468502519162788035, 468502519162401429, 468502519163225905]","[0.7725821137428284, 0.7705522775650024, 0.7758729457855225, 0.7668915390968323, 0.7644079327583313]",1,"[-1, -1, -1, -1, -1]"
951,MEDQA,0.01726001873612404,0.013442114926874638,0.21027006208896637,0.025113176554441452,0.7339146137237549,2,0.37723517417907715,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163706569, 468502519162357516, 468502519163787650, 468502519163787646, 468502519163568332]","[0.781280517578125, 0.7620835304260254, 0.7670667171478271, 0.7726672291755676, 0.7620955109596252]",1,"[-1, -1, -1, -1, -1]"
952,MEDQA,0.025147007778286934,0.0018216432072222233,0.007204738445580006,0.9436345100402832,0.022192157804965973,0,0.3498046398162842,False,"['PBMD', 'STAT', 'PBMD', 'STAT', 'PBMD']","[468502519163137931, 468502519162765444, 468502519163202142, 468502519162796066, 468502519163987740]","[0.8008031845092773, 0.7871475219726562, 0.782355785369873, 0.7780379056930542, 0.7971442937850952]",1,"[-1, -1, -1, -1, -1]"
953,MEDQA,0.0043611773289740086,0.0043611773289740086,0.9417521357536316,0.04137770086526871,0.008147752843797207,3,0.6536879539489746,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162391082, 468502519163400170, 468502519162390966, 468502519163713347, 468502519163866716]","[0.7756944894790649, 0.771304190158844, 0.7681978940963745, 0.7650702595710754, 0.7649641036987305]",1,"[-1, -1, -1, -1, -1]"
954,MEDQA,0.2231278419494629,0.19690963625907898,0.2528369724750519,0.15335337817668915,0.17377214133739471,2,1.5635309219360352,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163761927, 468502519163533004, 468502519162395018, 468502519163011755, 468502519163723267]","[0.7923140525817871, 0.7781566977500916, 0.7850629091262817, 0.7762804627418518, 0.7764864563941956]",5,"[468502519163688021, 468502519163892883, 468502519163966066, 468502519163780404, 468502519163488361, 468502519162839367, 468502519163546073, 468502519162721895, 468502519163570226, 468502519163201846, 468502519162814761, 468502519163682074, 468502519162347576, 468502519162458660, 468502519163630765, 468502519162706305, 468502519162952254, 468502519162952317, 468502519162785823, 468502519163739879, 468502519162814761, 468502519163682074, 468502519162717973, 468502519162446146, 468502519162814797]"
955,MEDQA,0.000979776494204998,0.0023503617849200964,0.0472082756459713,0.9482035636901855,0.0012580578913912177,3,0.39454174041748047,False,"['STAT', 'PBMD', 'PBMD', 'STAT', 'PBMD']","[468502519162951325, 468502519163708978, 468502519163743188, 468502519162467587, 468502519163743187]","[0.7821210622787476, 0.8129358887672424, 0.7837789058685303, 0.8103353977203369, 0.7915957570075989]",1,"[-1, -1, -1, -1, -1]"
956,MEDQA,0.07641185075044632,0.7249754667282104,0.08658597618341446,0.05950960889458656,0.05251704901456833,1,1.3692200183868408,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163641602, 468502519163753640, 468502519162364126, 468502519163781984, 468502519163567267]","[0.7773102521896362, 0.7757740020751953, 0.7779412269592285, 0.7812379002571106, 0.7918094992637634]",5,"[468502519162968080, 468502519162356262, 468502519162369213, 468502519162948157, 468502519162948147, 468502519162884994, 468502519163712408, 468502519162365526, 468502519163553098, 468502519162735360, 468502519162369213, 468502519162948158, 468502519162356262, 468502519163393236, 468502519163103278, 468502519162948158, 468502519162369213, 468502519162810077, 468502519162356262, 468502519163978455, 468502519163951166, 468502519162890675, 468502519163912955, 468502519163480083, 468502519163978454]"
957,MEDQA,0.0031509266700595617,0.9899916648864746,0.0021655980963259935,0.0019111335277557373,0.002780682872980833,1,0.3342926502227783,False,"['STAT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468502519162960204, 468502519162899152, 468502519162862047, 468502519162742054, 468502519163337732]","[0.8145273327827454, 0.8006749749183655, 0.800099790096283, 0.8033130168914795, 0.7988936901092529]",1,"[-1, -1, -1, -1, -1]"
958,MEDQA,0.30244961380958557,0.11126499623060226,0.1428670734167099,0.20787037909030914,0.2355479896068573,2,1.6854615211486816,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163692887, 468502519163060745, 468502519163062985, 468502519163697655, 468502519163703856]","[0.8016588091850281, 0.7970654368400574, 0.7987319231033325, 0.8029696345329285, 0.7984986305236816]",5,"[468502519163256435, 468502519163892257, 468502519163162116, 468502519163185640, 468502519163478511, 468502519162852487, 468502519162726376, 468502519163970924, 468502519162985039, 468502519162883211, 468502519162985039, 468502519163970924, 468502519162852487, 468502519162394584, 468502519162726376, 468502519162852487, 468502519163970924, 468502519162394584, 468502519162985039, 468502519162726376, 468502519162468099, 468502519163401049, 468502519163970924, 468502519162985039, 468502519163184803]"
959,MEDQA,0.0021746507845818996,0.9941300749778748,0.001494614058174193,0.0007060057250782847,0.001494614058174193,1,0.275432825088501,False,"['STAT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468502519162764652, 468502519162423893, 468502519162351801, 468502519162987886, 468502519162726816]","[0.7686998248100281, 0.7537034749984741, 0.7493774890899658, 0.7544766068458557, 0.7551076412200928]",1,"[-1, -1, -1, -1, -1]"
960,MEDQA,0.2592751085758209,0.2592751085758209,0.09538198262453079,0.1572583019733429,0.22880947589874268,3,1.5514214038848877,False,"['PBMD', 'STAT', 'TEXT', 'PBMD', 'TEXT']","[468502519163997730, 468502519162894368, 468502519162354907, 468502519163640183, 468502519162329121]","[0.7901229858398438, 0.7644084692001343, 0.7660961151123047, 0.7708147168159485, 0.7875072956085205]",5,"[468502519162699890, 468502519163843459, 468502519163565196, 468502519163932551, 468502519163934315, 468502519162489270, 468502519163271131, 468502519162432452, 468502519162489271, 468502519163904755, 468502519162489270, 468502519162432452, 468502519162432458, 468502519162329986, 468502519163314980, 468502519162852572, 468502519162791297, 468502519162791319, 468502519162808238, 468502519162791339, 468502519162926441, 468502519162477711, 468502519162775686, 468502519162708012, 468502519162435768]"
961,MEDQA,0.5994450449943542,0.055757075548172,0.09192787855863571,0.17174388468265533,0.08112606406211853,0,0.4364030361175537,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519162379107, 468502519163709686, 468502519163719035, 468502519163574494, 468502519162378953]","[0.7931994795799255, 0.7857610583305359, 0.7765226364135742, 0.7915152907371521, 0.7854539155960083]",1,"[-1, -1, -1, -1, -1]"
962,MEDQA,0.03921206668019295,0.8924625515937805,0.026950033381581306,0.014425313100218773,0.026950033381581306,1,0.5580885410308838,False,"['PBMD', 'TEXT', 'TEXT', 'PBMD', 'TEXT']","[468502519163713975, 468502519162307708, 468502519162336349, 468502519163987064, 468502519162311156]","[0.8007394075393677, 0.7829962372779846, 0.7860528230667114, 0.7979402542114258, 0.7901867628097534]",1,"[-1, -1, -1, -1, -1]"
963,MEDQA,0.2654685378074646,0.05923403799533844,0.23427516222000122,0.23427516222000122,0.20674709975719452,4,1.7523329257965088,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163383415, 468502519163714718, 468502519163956878, 468502519163612490, 468502519163674850]","[0.7755866050720215, 0.7751860618591309, 0.7898555994033813, 0.7775024771690369, 0.7715067267417908]",5,"[468502519163341627, 468502519163404772, 468502519163177949, 468502519163387424, 468502519163735874, 468502519163253806, 468502519163188217, 468502519163284944, 468502519163561427, 468502519163341627, 468502519163253806, 468502519163188217, 468502519163734271, 468502519163284944, 468502519163404772, 468502519163341627, 468502519163404772, 468502519163177949, 468502519163387424, 468502519163735874, 468502519163404772, 468502519163177949, 468502519163481788, 468502519163341627, 468502519163260971]"
964,MEDQA,0.385428786277771,0.11042720079421997,0.2649010717868805,0.14179132878780365,0.09745165705680847,3,1.3876869678497314,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163646372, 468502519163375643, 468502519163745114, 468502519163861156, 468502519163815442]","[0.8098300099372864, 0.787587583065033, 0.7854546308517456, 0.7917117476463318, 0.7863450050354004]",4,"[468502519163673182, 468502519163993040, 468502519162916190, 468502519162775468, 468502519162784916, 468502519163861151, 468502519163700127, 468502519162854025, 468502519163889236, 468502519163712742, 468502519162434998, 468502519162897748, 468502519163991370, 468502519163861151, 468502519162897713, 468502519163973207, 468502519163773521, 468502519162916190, 468502519163736368, 468502519163823750]"
965,MEDQA,0.06271544098854065,0.5950275659561157,0.17047825455665588,0.09125043451786041,0.08052822202444077,3,1.2147910594940186,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163728604, 468502519163684018, 468502519163756939, 468502519163955698, 468502519163769880]","[0.7644007205963135, 0.7557889223098755, 0.7659246325492859, 0.7581876516342163, 0.7616516351699829]",3,"[468502519162393928, 468502519162393905, 468502519163761134, 468502519162393907, 468502519162298005, 468502519163307674, 468502519162298005, 468502519162790369, 468502519162717503, 468502519163469316, 468502519162393913, 468502519163421033, 468502519163352705, 468502519163519390, 468502519163446016]"
966,MEDQA,0.01308964192867279,0.0012175263836979866,0.06647469103336334,0.0015633348375558853,0.9176547527313232,2,0.504638671875,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163485409, 468502519163315923, 468502519163257755, 468502519163191661, 468502519163740117]","[0.8226166367530823, 0.8170808553695679, 0.8253363966941833, 0.8485199809074402, 0.8209756016731262]",1,"[-1, -1, -1, -1, -1]"
967,MEDQA,0.012552576139569283,0.0067189098335802555,0.47103196382522583,0.47103196382522583,0.03866465762257576,2,0.73561692237854,False,"['STAT', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468502519162781313, 468502519162950077, 468502519162716935, 468502519162351805, 468502519162418409]","[0.7670349478721619, 0.7593743801116943, 0.771485447883606, 0.7699848413467407, 0.7659553289413452]",2,"[468502519162802359, 468502519163982576, 468502519163497035, 468502519162876744, 468502519163407535, 468502519162876730, 468502519163862232, 468502519163905783, 468502519163497035, 468502519162876742]"
968,MEDQA,0.9542762041091919,0.009355394169688225,0.0030372519977390766,0.0006777025409974158,0.03265353664755821,0,0.4863893985748291,False,"['TEXT', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519162307205, 468502519162415055, 468502519163680586, 468502519163582365, 468502519163687911]","[0.8196361660957336, 0.8270634412765503, 0.8263114094734192, 0.8223997354507446, 0.8087958693504333]",1,"[-1, -1, -1, -1, -1]"
969,MEDQA,0.027980273589491844,0.01166391372680664,0.9265794157981873,0.024692505598068237,0.009083864279091358,2,0.4060788154602051,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163364203, 468502519163561933, 468502519163421596, 468502519163481008, 468502519163802700]","[0.7956312894821167, 0.7805545330047607, 0.7792325615882874, 0.7809248566627502, 0.8069103956222534]",1,"[-1, -1, -1, -1, -1]"
970,MEDQA,0.031013458967208862,0.011409214697778225,0.006106912158429623,0.9063461422920227,0.04512431472539902,3,0.48532652854919434,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163741768, 468502519163912768, 468502519163565742, 468502519163626245, 468502519162308082]","[0.784974217414856, 0.7688096761703491, 0.7644165754318237, 0.7693280577659607, 0.7629345059394836]",1,"[-1, -1, -1, -1, -1]"
971,MEDQA,0.08926993608474731,0.061354268342256546,0.04778275266289711,0.054144956171512604,0.7474480271339417,4,0.5241963863372803,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163631452, 468502519163605405, 468502519163628968, 468502519163266480, 468502519163938375]","[0.8177489042282104, 0.800481915473938, 0.7946802377700806, 0.796048641204834, 0.7845722436904907]",1,"[-1, -1, -1, -1, -1]"
