id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
983ba1e1-f056-4437-9d35-095261dc2305,Branchial fistula is persistent of:,1st branchial cleft.,1st branchial arch.,2nd branchial cleft.,2nd branchial arch.,2,single,,Anatomy,
9f83f560-e7d6-4ad7-8e04-34e3e4830f23,Common carotid artery divides to ICA & ECA at:,Cricoid cartilage,Thyroid cartilage,1st tracheal ring,Cricothyroid membrane,1,single,,Anatomy,
77e009e5-3114-4561-a767-b0e6940ef658,Palatoglossus develops from:,Occipital myotomes,Lingual swelling of first arch,Third arch,Mesoderm of sixth arch,3,single,"Muscles of tongue develop from occipital myotomes, so the cranial nerve XII (hypoglossal nerve) supplies all intrinsic and three extrinsic muscles. Only palatoglossus is supplied by cranial root of accessory through pharyngeal plexus and is developed from mesoderm of sixth arch.",Anatomy,
69c15b27-e061-413c-a011-854ea197f141,"Nucleus in brain common to IX, X and XI cranial nerves:",Nucleus solitarius,Nucleus ambiguus,Dentate nucleus,Red nucleus,1,single,"The nucleus ambiguus is a group of large motor neurons, situated deep in the medullary reticular formation. The nucleus ambiguus contains the cell bodies of nerves that innervate the muscles of the soft palate, pharynx, and larynx which are strongly associated with speech and swallowing.
Nucleus in brain common to IX, X and XI cranial nerves is  nucleus ambiguous.",Anatomy,
c7dddaf3-1c36-425d-8208-07125d469486,Deepest layer of deep cervical fascia is,Prevertebral,Carotid sheath,Pretracheal,Temporal,0,single,"Deep cervical fascia, also known as fascia colli is condensed to form 6 layers.

Investing layer.
Pretracheal layer.
Prevertebral layer.
Carotid sheath.
Buccopharyngeal fascia.
Pharyngobasilar fascia.

Prevertebral fascia:

It is the deepest layer of deep cervical fascia.
It lies in front of prevertebral muscles and forms the floor of posterior triangle of neck.
It is separated from pharynx and buccopharyngeal fascia by retropharyngeal space.",Anatomy,
4839c894-ec48-45dc-b147-f2e81c11f78a,The lateral lingual swellings and tuberculum impar give rise to:,Anterior 1/3 of tongue,Anterior 2/3 of tongue,Posterior 1/3 of tongue,Posterior 2/3 of tongue,1,single,,Anatomy,
16176470-5cc0-4b2a-b9c0-45c3d39dc69b,Muscles of mastication are supplied by:,Second part of maxillary artery,Third part of maxillary artery,First part of maxillary artery,Facial artery,0,single,,Anatomy,
4533155d-56f9-45a9-bd1b-9eb25c7f0ed0,"Anterior two third of the tongue is demarcated from the posterior one third by: plexus, 2-long thoracic plexus, 2-long thoracic",Passavant's ridge,Sulcus terminalis,Circurnvallatepapillae,Filifonn papilla,1,multi,"Ans: B. Sulcus terminalis(Ref Gray's 41/e p5 I I, 40/e p503)Anterior two third of the tongue is demarcated from the posterior one-third by sulcus terminalis.Tongue:Divided by a V-shaped sulcus terminalis.Fuher divides tongue into,Anterior, oral (presulcal) pa facing upwards.Posterior, pharyngeal (postsulcal) pa facing posteriorly.Anterior pa forms about two-thirds of tongue length.",Anatomy,
2435f8a2-f34c-4185-82f4-d73c72fe9ee2,Mandibular process of each side fuse to form:,Lower lip.,Lower jaw.,Both.,None.,2,multi,,Anatomy,
3a47fb60-772b-40ad-abf8-81754f074d86,Artery of 4th pharyngeal arch:,Right and left CCA.,Right and left subclavian artery and arch of aorta.,Right and left pulmonary arteries.,None of the above.,1,multi,,Anatomy,
d9ed2e31-f28c-470c-a0f1-38749131b723,All the following features of skull of a newborn are true except:,Diploe not formed,Styloid process has not fused with rest of temporal bone,Anterior fontanelle open,Mastoid process is of adult size,3,multi,"Features of foetal skull:

Large skull / calvaria. 
No diploe, which appears by 4th year of life.
Prominent frontal and parietal protuberance.
Presence of metopic suture between 2 halves of frontal bone.
Presence of unossified 6 fontanelles at angles of parietal bones.
Non fusion of styloid process with rest of temporal bone.
Mastoid process is absent, which appears by 2nd year of life.
Paranasal air sinuses are rudimentary/absent.
Internal ear, tympanic cavity, tympanic antrum and ear ossicles are of adult size.",Anatomy,
ce49098b-cc48-4168-859e-936e3e0c7459,Which of the following are not a branch of external carotid Aery in Kiesselbach's plexus.,Sphenopalatine aery,Anterior ethmoidal aery,Greater palatine aery,Septal branch of superior labial aery,1,single,"*Kiesselbach's plexus: Antero superior pa is supplied by ANTERIOR & POSTERIOR ETHMOIDAL AERIES which are branches of ophthalmic aery, branch of INTERNAL CAROTID AERY. Antero inferior pa is supplied by SUPERIOR LABIAL AERY - branch of facial aery, which is branch of EXTERNAL CAROTID AERY. Postero superior pa is supplied by SPHENO-PALATINE AERY - branch of MAXILLARY aery, which is branch of ECA. POSTERO INFERIOR pa is supplied by branches of GREATER PALATINE AERY - branch of ECA Antero inferior pa/vestibule of septum contain anastomosis b/w septal ramus of superior labial branch of facial aery & branches of sphenopalatine, greater palatine & anterior ethmoidal aeries. These form a large capillary network called KIESSELBACH'S PLEXUS If dryness persists, bleeding will occur Therefore, in given options, Anterior ethmoidal aery is a branch of ICA not ECA",Anatomy,AIIMS 2017
d810c51c-b15e-40e7-9d7c-2eff29038877,Ligamentum flavum consists of:,Type-II collagen,Type-III collagen,Reticulin,Elastin,3,single,"Ans. D. ElastinLigamentum flavum connects the laminae of adjacent veebrae.The ligamentum flavum has a high content of elastin. So under tension it can be stretched by 80% without damage.Functions of ligamentum flavum to provide a constant smooth lining to the veebral canal, which is never overstretched in flexion and which never goes slack in extension.",Anatomy,
df241854-3751-4087-bd3e-a203da28e38c,All of the following are true about grey communicans except:,U nmyel inated,Connects to spinal nerves,Pregang I ion ic,Present medial to the white ramus cornmunicans,2,multi,"Ans. c. PreganglionicEach spinal nerve receives a branch called a gray ramus communicans from the adjacent paraveebral ganglion of the sympathetic trunk. The gray rami communicans contain postganglionic nerve fibers of the sympathetic nervous system and are composed of largely unmyelinated neurons. This is in contrast to the white rami communicans, in which heavily myelinated neurons give the rami their white appearance. ""The gray ramus communicans connects the sympathetic trunk or a ganglion to the anterior ramus and contains the postganglionic sympathetic fibers. It appears gray because postganglionic fibers are nonmyelinated. The gray ramus communicans is positioned medial to the white ramus communicans.""",Anatomy,
0e46082c-1abc-4330-a12d-6948554559a2,The cells which will proliferate from top to bottom of villi are:,Chief cells,Goblet cells,Paneth cells,Parietal cells,2,single,"Paneth cells or zymogen cells are found only in the deeper parts of the intestinal crypts.
 They contain prominent eosinophilic secretory granules.
 They also contain high amount of zinc.
 They are known to produce lysozyme, defensins and TNF alpha that destroy bacteria.
 They exceptionally migrate towards the base of the crypts of Lieberkuhn instead of going toward the villi",Anatomy,
a1ab9a3e-f95b-4f09-9da7-e01bcd2a7e10,All of the following are diarthroses type of joint except:,Plane,Symphyses.,Condyloid.,Saddle.,1,multi,,Anatomy,
9baccdab-543d-4508-8192-493ac564b258,Phrenic nerve chiefly supplies?,Stomach,Diaphragm,Oesophagus,Ileum,1,single,,Anatomy,
9adb4841-8e99-4f24-8f3e-54c8d169f62b,Lesion of the marked structure affects all EXCEPT (AIIMS May 2019),Superior rectus,Superior oblique,Inferior oblique,Medial rectus,1,multi,"Nerve pointed in diagram is oculomotor nerve (cranial nerve III) Extrinsic muscles of the eyeball are innervated by 3 cranial nerves. 3 | lateral rectus innervated by 6th cranial nerve Superior oblique by 4th cranial nerve Remaining muscles by 3rd cranial nerve. Among these 3 cranial nerves, oculomotor nerve is most medial, trochlear is most lateral & abducens pierces dura mater b/w these two at base of cranial cavity. MUSCLE OF EYE ACTION SUPERIOR RECTUS ELEVATION, ADDUCTION, MEDIAL ROTATION OF EYE BALL. LEVATOR PALPEBRAE SUPERIORIS ELEVATION OF UPPER EYELID MEDIAL RECTUS ADDUCTION OF EYEBALL. INFERIOR RECTUS DEPRESSION, ADDUCTION, LATERAL ROTATION OF EYEBALL. INFERIOR OBLIQUE ELEVATION, ABDUCTION, LATERAL ROTATION OF EYEBALL SUPERIOR OBLIQUE DEPRESSION, ABDUCTION, MEDIAL ROTATION OF EYEBALL CILIARIS AND SPHINCTER PUPILLAE CONSTRICTS CILIARY BODY & PUPIL",Anatomy,AIIMS 2019
1ec93a8b-e2dd-4468-bee1-74100f803516,"A doctor who performed the autopsy on a 26-year-old married woman, committing suicide found the cause of death to be aluminium phosphide poisoning. She was summoned in a cou of law where he willingly hides this information. This is punishable under which section?",IPC 193,CrPC 175,CrPC 69,IPC 189,0,single,"Ans: A. IPC 193(Ref: Reaco 34/e p I 3, 33/e p392; Textbooi, on the Indian Penal Code by Krishna 1) Gaur 4/e p594; the-Indian-penal-code-pdfd74214920)Section 193 - In Indian Penal Code deals with punishment for giving false evidence.",Forensic Medicine,
8db7e145-052a-4774-9a5f-db3c4e9ac1d6,"After a building collapse, among remnants, a person's length of humerus is 24.5 cm. What is the predicted height of this person?",90 cm,110 cm,130 cm,146 cm,2,single,"Ans: C. 130 cm(Ref Parikh 6/e p2.75, 12.2).In general, humerus represents 20%, Tibia 22%, Femur 27% and Spine 34% of the stature.Multiplication factor for humerus is 5.31 for calculation of stature.In the question, length of femur is 24.5 cm.Hence, predicted height = 5.31x24.5 = 130 cm.",Forensic Medicine,
5051fb2c-dfee-47c4-86b2-39af036755ae,Bullet fingerprinting is:,Human fingerprints on bullet,Primary marking,Secondary marking,Distoed bullet,2,single,"Bullet fingerprinting- Primary markings- The rifled firearm leaves its signature on the caridge case and on the bullet. With all rifled firearms, the bullet is slightly larger than the barrel, and as it passes through the barrel, its sides are marked by the rifling of the barrel. Secondary markings- They are produced on the surface of the bullet by imperfection on the inner surface of the barrel. These irregularities are produced by sticking of paicles of the bullet to the bore when shots are fired and is known as metallic fouling. They also result accidentally during the manufacturing process, usually microscopic in nature and have random distribution. They are useful in identifying the specific gun which was fired.",Forensic Medicine,AIIMS 2018
9b33051b-e39d-4342-acd7-8bc45abdf2d6,A person of eonism derives pleasure from.,Wearing clothes of opposite sex,Fondling female body pas,Rubbing genitalia against body of other person,Seeing the opposite paner nude,0,single,Ans. a. Wearing clothes of opposite sexIt is a person whose personality is dominated by the desire to be identified with the opposite sex It is usuallyfound in males who obtain sexual pleasure by wearingfemale dress.,Forensic Medicine,
d2a908d2-59df-4591-9a9c-1212a0ce7347,Keeping in Jack-knife position for long leads to death by:,Wedging,Burking,Positional asphyxia,Traumatic asphyxia,2,single,"Answer- C. Positional asphyxiaKeeping in Jack-knife position for long leads to death by positional asphyxia.""Postural or Positional Asphyxia"":Occasionally, it results from indirect compression, when the body is subjected to force in such a manner that his thighs and the knees are driven against his chest, the so-called ""Jack-Knife"" position. There is usually marked congestion, cyanosis, and petechiae in the face and neck.This occurs when the individual acquires a ceain body position in which breathing is impaired, often because of neck twisting with kinking or compression of trachea and/or elevation of the tongue into the posterior hypopharynx. Normal venous return to the hea may be impaired.The body is typically inveed (upside-down) & weight of abdominal contents press against the diaphragm pushing it upwards, thus compressing the thoracic organs, which combined with decreased respiratory movements, leads to cardiorespiratory failure & death.It is always accidental",Forensic Medicine,
cd0edc92-8fb3-4f97-b0ce-d74446009179,"A person was advised by his ohopedic surgeon to get regular dressing of his wound done. But the patient did not give much care. During follow-up, patient was repeatedly told to get the dressing done timely but patient didn't do the dressing himself, saying that he was busy. Finally the wound enlarged and the underlying bone developed osteomyelitis. Which of the following statement is true regarding above-mentioned situation?","Doctor is guilty under ""Last clear chance"" doctrine","Doctor is not guilty under ""Contributory negligence""",Doctor is punishable under avoidable negligence,Doctor is guilty as he prescribed wrong medicines,0,multi,"Ans: A. Doctor is guilty under ""Last clear chance"" doctrine(Ref Reddy 34/e p38, 33/e p40)Last Clear Chance Doctrine:Possibility of doctor saving the patient (plaintiff) by dressing wound properly the 2nd time, hence curing without osteomyelitis development.Hence, doctor is paly guilty for the outcome (osteomyelitis).Criteria included:Failure of doctor to prevent damage resulting from negligent act of patient, even after getting clear time, he cannot plead contributory negligence in civil cases.Elements of proof:Defendant- Doctor.Defendant recognized the danger & acquired a duty to avoid it.Defendant failed to avoid danger.Plaintiff - Patient.Plaintiff placed themselves in a situation of risk or danger through their own negligence.Plaintiff could not avoid the danger.Plaintiff was injured as a result of the defendant's failure.",Forensic Medicine,
734e0bc2-f9d4-4ae2-a7f5-eae1c1500352,Which of the following principles governs biomedical research in human subjects?,Geneva declaration,Helsinki declaration,Hippocratic oath,International code of medical ethics,1,single,"Ans: B. Helsinki declaration(Ref: Reddy 34/e p600, 33/e p26, 400, 647; Parikh 6/e p1.26)Helsinki declaration governs biomedical research in human subjects.The declaration of Helsinki is a set of ethical principles regarding human experimentation developed for the medical community by the World Medical Association.It is widely regarded as the cornerstone document on human research ethics.",Forensic Medicine,
eda8d5c0-449d-4c34-ad66-8a269fcdcb39,The activity of the following enzyme is affected by biotin deficiency:,Transketolase,Dehydrogenase,Oxidase,Carboxylase,3,single,,Biochemistry,
1cabf1e4-1586-4f15-98d8-001bdccbd3c2,Vitamin K antagonizes,Corticosteroids,Thrombin formation,Bishydroxy coumarin,Production of clotting factors by liver,2,single,"Bishydroxy coumarin (dicoumarol), a vitamin K antagonist may be considered as an oral anticoagulant. 
This acts by reducing  the synthesis of certain clotting factors (ll, Vll, lX and X).

Ref : Lippincott’s illustrated reviews for biochemistry , 7th edition.",Biochemistry,
bdf95c69-99f7-4884-b014-53ec47ef3130,RNAi causes the following in a gene:,Knock in,Knock out,Knock down,Knock up,2,single,"Ans. C. Knock down (Ref Robbins 9/e p5) RNAi causes Knock down in a gene.""Small interfering RNAs (siRNAs): Another species of gene-silencing RNA, called small interfering RNAs (siRNAs), works in a manner quite similar to that of miRNA. siRNAs are becoming powerful tools for studying gene function and may in the future be used therapeutically to silence specific genes, such as oncogenes, whose products are involved in neoplastic. transformation.""-Robbins 9/c, p5.Knock outTargeted gene is completely removedfrom the DNA sequence by replacing itwith an aificial piece of DNAdegKnock downGene is not completely removed but itsexpression is suppressed by using RNAinterference technologydegKnock inSegment of a gene is inseed into aDNA sequencedeg",Biochemistry,
bc68c59c-2c2a-4e86-921f-cb1ff395c4d5,IDL has,Apo B100 and Apo E,Apo C,Apo E,All of the above,0,multi,,Biochemistry,
81f36a50-554d-4c45-a8e2-8df9dce0ca2f,What high energy phosphate compound is formed in the citric acid cycle through substrate level phosphorylation:,ATP,TTP,ITP,GTP,3,single,,Biochemistry,
1738bd76-9a60-42d8-8a35-90cb6542d4a5,Which of the following amino acids is quickly converted to tyrosine?,Arginine,Glycine,Phenylalanine,Leucine,2,single,,Biochemistry,
0844f1cb-0ac7-4d91-ae09-45cb590b533d,Markers of acute kidney injury inculde all of the following except:,Micro RNA-122,Cystatin C,N-gal,Kim-1,0,multi,,Biochemistry,
0ef0297d-91cb-4320-9d3e-6d04ae3e9c07,Which of the following is not required for protein synthesis of eukaryotes:,RNA polymerase,Ribosomes,Peptidyl transferase,Amino acyl tRNA synthetase,0,single,"Ans. a. RNA polymerase (Ref Harper 28/e p362) RNA polymerase enzyme is involved in transcription process, not in translation.The a-amino group of the new aminoacyl-tRNA in the A site carries out a nucleophilic attach on the esterified carboxyl group of the peptidyl-tRNA occupying the P site (peptidyl or polypeptide site).Peptidyl transferase: Catalyses two reactions, peptide bond formation between amino acids and together with release factor, peptide release.",Biochemistry,
e29e5110-d051-49bc-a105-14ddc2fa2ae8,CG islands in our DNA are impoant for:,Methylation,Acetylation,t-RNA synthesis,DNA replication,0,single,"Ans: A. Methylation(Ref Harper 30/e p438, 439; Harrison 19/e p102e-7)CG islands:Also referred as ""CpG islands"".Plays vital role in gene expression regulation.Cytosine (C) residues in CG rich islands undergo methylation by DNA methyl transferase.The DNA methyltransferase can methylate only the CG sequence paired with methylated CG. The CG sequence not paired with methylated CG will not be methylated.Methylation of deoxycytidine residues (in sequence 5'-in CpG-3') in DNA may effect gross changes in chromatin so as to preclude its active transcription.",Biochemistry,
54f0597f-d43c-4813-b202-935ae07e4e20,Ceramide is:,Simple lipid,Compound lipid,Precursor lipid,Derived lipid,0,single,"1. Simple lipid:

TAG (glycerol + 3 FA)
Ceramide ( Sphingosine + FA) 

2. Compound lipid:

Phospholipids
Glycolipid / Sphingoglycolipid
Aminolipids
Sulfolipids
Lipoproteins

3. Miscellaneous:

Precursor lipid - Compounds that can give rise to another lipids. Eg: Fatty Acids
Derived lipid - Eg: Bile acids
Precursor derived lipid - Eg: Cholesterol",Biochemistry,
ea373189-624d-4fb7-bb2b-2168c1e77d61,"The protein rich in basic amino acids, which functions in the packaging of DNA in chromosomes, is:",Histone,Collagen,Hyaluronic acid binding protein,Fibrinogen,0,single,,Biochemistry,
23d04e70-f243-4c16-a7c4-827051a5b62b,Fate of IDL(Intermediate Density Lipoprotein) in plasma,50% is taken up by liver,50% is converted to LDL particle,Both 1 and 2,None of the above,2,multi,"Fate of IDL in plasma:
50% IDL particles → taken up by liver.
Remaining 50% will convert to → LDL particle.",Biochemistry,
dd032c3c-d1fc-42c9-bdbf-09d5fcef74fd,VLDL is synthesised in,GIT,Liver,Liver and GIT,None of the above,1,multi,"Four major groups of lipoproteins have been identified that are important physiologically and in clinical diagnosis. These are,

Chylomicrons, derived from intestinal absorption of triacylglycerol and other lipids.
Very low density lipoproteins (VLDL), derived from the liver for the export of triacylglycerol.
Low-density lipoproteins (LDL), representing a final stage in the catabolism of VLDL. 
High-density lipoproteins (HDL), involved in cholesterol transport and also in VLDL and chylomicron metabolism. Triacylglycerol is the predominant lipid in chylomicrons and VLDL, whereas cholesterol and phospholipid are the predominant lipids in LDL and HDL, respectively.",Biochemistry,
79e1618e-0e20-40ba-b104-8397f32985cc,"A Middle aged woman presents with fissures in mouth, tingling sensation and peripheral neuropathy. Investigations showed reduced glutathione reductase activity. which vitamin deficiency is the likely cause of this?",Vitamin B1,Vitamin 82,Vitamin 86,Vitamin B l2,1,single,"Ans: B. Vitamin 82Ref: Harper's illustrated biochemistry, 3Oh ed., pg. 556Deficiency of riboflavin (vitamin B2) is characterized by cheilosis, desquamation and inflammation of the tongue, and a seborrheic dermatitis.",Biochemistry,
31a240fd-6563-4450-a2c1-9dd108c57a84,Which of the following is not used in polymerase chain reaction?,DNA Polymerase,Taq polymerase,Dideoxyribonucleotides,DNA template,2,single,"PCR is an in vitro DNA amplification procedure in which millions of copies of a paicular sequence of DNA can be produced within a few hours.The reaction cycle has the following steps:Step 1: Separation (Denaturation): DNA strands are separated (melted) by heating at 95degC for 15 seconds to 2 minutes.Step 2: Priming (Annealing): The primers are annealed by cooling to 50degC for 0.5 to 2 minutes. The primers hybridize with their complementary single-stranded DNA produced in the first step.Step 3: Polymerization: New DNA strands are synthesized by Taq polymerase. This enzyme is derived from bacteria Thermus aquaticus that are found in hot springs.The steps of 1,2 and 3 are repeated. In each cycle, the DNA strands are doubled. Thus, 20 cycles provide for 1 million times amplifications. These cycles are generally repeated by automated instrument, called Tempcycler.5. After the amplification procedure, DNA hybridization technique or Southern blot analysis with a suitable probe shows the presence of the DNA in the sample tissue.Dideoxyribonucleotides are not used in the polymerase chain reaction.",Biochemistry,
9a17b183-56ee-4cb1-865c-ee83d2b40d52,"A person after consuming raw eggs presents with weakness, fatigue & hypoglycemia. Doctor gave him vitamin tablets. Which enzyme deficiency is causing hypoglycemia in this patient:",Phosphoenol pyruvate carboxykinase,Pyruvate carboxylase,Glycogen phosphorylase,Glucose 6 phosphatase,1,single,"Raw eggs contain protein Avidin - tightly binds to Biotin (vit B7) and is excreted along with biotin. Biotin is required for all carboxylases. All carboxylases require ATP also. So, enzyme affected is carboxylase which requires Biotin as coenzyme Pyruvate Carboxylase is the first enzyme of gluconeogenesis. Regarding other options: Glycogen Phosphorylase ROLE of Glycogenolysis Requires vitamin B6 (Pyridoxal phosphate0 No relation with glycogen phosphorylase and egg avidin Glucose 6 phosphatase A common enzyme in gluconeogenesis and glycogenolysis Deficiency leads to hypoglycemia and that is called Von Gierke's disease (Type 1 glycogen storage disease). - Von Gierke's disease is the most common glycogen storage disease, especially in children.",Biochemistry,AIIMS 2019
0e7917ea-310b-4477-9897-f4901f728448,Which of the following lipoproteins does not move towards charged end in electrophoresis?,VLDL,LDL,HDL,Chylomicrons,3,single,"Based on electrophoretic separation from cathode to anode, the order of lipoprotein in an electrophoretogram is 

Chylomicron
LDL (β Lipoprotein)
VLDL (Pre β Lipoprotein)
IDL (Broad β Lipoprotein)
HDL (α Lipoprotein)",Biochemistry,
1f154298-9b29-4661-a4da-3b88bc5acc64,β-oxidation of odd-chain fatty acids produce:,Succinyl CoA,Propionyl CoA,Acetyl CoA,Malonyl CoA,1,single,,Biochemistry,
b8e2e066-a036-4d14-8364-4e91a93812d5,"In uncontrolled diabetes mellitus, elevated triglyceride and VLDL levels are seen due to:",Increased activity of lipoprotein lipase and decreased activity of hormone sensitive lipase,Increased activity of hormone sensitive lipase and decreased activity of lipoprotein lipase,Increase in peripheral LDL receptors,Increased activity of hepatic lipase,1,single,"Answer- B. Increased activity of hormone sensitive lipase and decreased activity of lipoprotein lipaseIn uncontrolled diabetes mellitus, elevated triglyceride and VLDL levels sre seen due to increased activity of hormone sensitive lipase (which insulin inhibits) and decreased activity of lipoprotein lipase (which insulin stimalates).",Biochemistry,
b3278b6a-2f6e-4a05-87c1-18772ca70c83,"A 7-year old boy presented with severe abdominal pain. On examination, he had xanthoma. Blood sample was taken for work-up blood sample had milky appearance of plasma. Which of the following lipoprotein is increased?",LDL,HDL,Chylomicron,Chylomicron remnants,2,single,"Ans: C. ChylomicronType I or V hyperlipoproteinemia:Features:Severe abdominal pain, xanthomas & milky appearance of plasma.Elevated levels of chylomicrons.(Ref. Harrison 19/e p2438-2447, 18/e p3148).",Biochemistry,
b944ada9-d776-4c2a-9180-3ae5f393f72d,Which of the following is not true about glomerular capillaries'),The oncotic pressure of the fluid leaving the capillaries is less than that of fluid entering it,Glucose concentration in the capillaries is the same as that in glomerular filtrate,Constriction of afferent aeriole decreases the blood flow to the glomerulas,Hematocrit of the fluid leaving the capillaries is less than that of the fluid entering it,0,multi,"Ans-a. The oncotic pressure of the fluid leaving the capillaries is less than that of fluid entering it Guyton I LpJ1 4-.;anong 23/e p653-6_)Glomerular oncotic pressure (due to plasma protein content) is higher than that of filtrate oncotic pressure in Bowman's capsule""Since glucose is freely filtered and the fluid in the Bowman's capsule is isotonic with plasma, the concentration of glucose in the filtrate is the same as in the capillaries",Physiology,
be168ef1-fee0-4f80-9c60-6259e78b56b9,Migratory motor complexes in the gut reappear after intervals of:,60 minutes,90 minutes,120 minutes,150 minutes,1,single,"Ans: B. 90 minutes(Ref Ganong 25/e p496, 24/e p498)Migrating motor complexes in the gut reappear after intervals of 90 minutes.MMCs:Initiated by motilin.Circulating motilin increases at intervals of 100 min in interdigestive state.Coordinated with contractile phases of MMC.Contractions migrate aborally at a rate of about 5 cm/ min.",Physiology,
b8a31186-4e61-46f8-bf04-c3e22f907418,"Sequential arrangement question on JVP. Staing with ""a"" wave. A-First hea sound B-T wave C-R wave D-Rapid ejection phase","A,B,C,D","A,C,D,B","C,A,D,B","D,C,B,A",2,single,"Sequential arrangement - JVP waves: - A wave - atrial systole C wave - Iso volumetric contraction V wave - Iso volumetric relaxation Arrangement of ventricular events - Atrial systole - 'A' wave in JVP, | Ventricular systole - 'QRS' complex (ventricular depolarization) | AV valves closes - 1st hea sound | SL valve open - rapid ejection | Ventricular repolarization - T - wave",Physiology,AIIMS 2019
1a9cdc6b-3c9c-44a2-95d1-68461bf113fc,A politician is shot in the back during a rally at level of T8 veebral immediately after the shot he loses all the sensation below level of lesion. Chance of regeneration of spinal cord due to the fact that injured nerve is not able to regenerate is due to reason all except:,Lack of endoneural tubes,Lack of growth factors,Presence of glial scar,Lack of myelin inhibiting substance,3,multi,"Ans. d. Lack of myelin inhibiting substance(Ref GanonGr 90; Clinical Box 4-)Following CNS injuries several events which provide inappropriate environment for regeneration are: (Ganong 23/e p90) Astrocytic proliferation)Activation of microgliaScar formationInflammationInvasion of immune cellsCNS neurons do not have the growth promoting chemical needed for the regenerationCNS myelin is a potent inhibitor of axonal growthAxon Regeneration in CNSThe proximal stump of a damaged axon in the CNS will form sho sprouts, but distant stump recovery is rare, and the damaged axons are unlikely to form new synapses. This is because:CNS neurons do not have the growth promoting chemical needed for the regenerationCNS myelin is a potent inhibitor of axonal growth.That is why treatment of brain and spinal cord injuries frequently focuses on rehabilitation rather than reversing the nerve damage. Following CNS injuries, several events which provide inappropriate environment for regeneration are:Astrocytic proliferationActivation of microgliaformationInflammationInvasion of immune cellsNew research is aiming to identify ways to initiate and maintain axonal growth, to direct regenerating axons to reconnect with their target neurons and to reconstitute original neuronal circuit.",Physiology,
6530c9cc-2e1e-4b4a-9f7f-de0431d05799,The cell junctions allowing exchange of cytoplasmic molecules between two cells are called:,Gap junctions,Tight junctions,Anchoring junctions,Focal junctions,0,multi,,Physiology,
f4c75eb8-18d8-41bd-81fa-6a03e4519193,Which of the following does golgi tendon organ detect?,Muscle Tension,Dynamic muscle length,Static muscle length,Muscle action,0,single,"Ans. A. Muscle Tension(Ref.: Ganong 25/e p232; Guyton 13/e p697, 701).Golgi tendon organ senses muscle tension.The Golgi organ (also called Golgi tendon organ, GTO, tendon organ, neurotendinous organ or neurotendinous spindle) senses changes in muscle tension.It is a proprioceptive sensory receptor organ that is at the origin and inseion of skeletal muscle fibers into the tendons of skeletal muscle.It provides the sensory component of the Golgi tendon reflex.",Physiology,
6b63e6bd-ebb1-439d-a8f6-c35a37b7436c,"Patient's lab value of Na+ 137, K+4, Urea 54, Bicarbonate 15, Phosphate 3, Chloride 110, Calcium 10. Calculate the Anion gap?",12,16,10,8,0,single,"Anion gap - All Cations can be measured but some of the anions can't be measured, this creates a viual GAP, called as - Anion gap Measured by: - (Na+) + (unmeasured cations) = (CL-) + (HCO-3) + Unmeasured anions - Since cations do not remain unmeasured, all cations gets measured, therefore :- Anion gap = Na minus - - - 137 - 125 - 12",Physiology,AIIMS 2019
c2d32d1d-8609-4fef-91f6-580329f7a7e5,Which hormone has permissive role in pubey?,Leptin,GnRH,Insulin,GH,1,single,"Pubey means the onset of adult sexual life. Pubey is caused by a gradual increase in GnRH secretion by the pituitary, beginning around 8th year of life. In male and females, the infantile pituitary gland & ovaries are capable of full function if they are appropriately stimulated. However, for reasons not understood, the hypothalamus does not secrete significant quantities of GnRH during childhood. At pubey, the hypothalamus stas secreting pulsatile GnRH, which initiates the other cascading events leading to maturity of the sexual organs and pubey.",Physiology,AIIMS 2018
7837431a-55a0-4471-8810-6ca014c03a35,If sodium channel inactivation is prolonged then which property of nerve conduction is hampered?,Decreased relative refractory period,Increased conduction blockade,Increased upward stroke velocity,Decreased downward stroke velocity of refractory period.,2,single,,Physiology,
6920ce2b-f9c9-49aa-9e6e-c94aeb13e709,Endocrine glands that are not influenced by the pituitary gland include the:,"Thyroid gland, testes, and adrenal medulla","Adrenal medulla, parathyroids, and the islets of langerhans","Adrenal cortex, parathyroids and ovaries","Pancreas, adrenal medulla and thyroid gland",1,single,,Physiology,
38d19909-c427-44de-9fff-8b43342040ea,Calculate net filtration pressure with the following data: PGC = 42 mm Hg pGC = 12 mm Hg PBC= 16 mm Hg Assume that no proteins were filtered.,34 mm Hg,Data not sufficient,14 mm Hg,28 mm Hg,2,single,Force oring filtration = Glomerular capillary hydrostatic pressure(PGC = 42mm Hg) Forces opposing filtration = Plasma colloid oncotic pressure (pGC = 12 mm Hg) Bowman's capsule hydrostatic pressure (PSC = 16mm Hg) : Net = PsC + pGC = 12 + 16= 28mm Hg : NET FILTRATION PRESSURE = 42 - 28 mm Hg = 14mm Hg.,Physiology,AIIMS 2018
e262d5f1-129a-4aa9-9c08-5b875b97ebb6,Iodine is primarily important in the biochemical synthesis of:,ACTH,Thyroxine,Adrenaline,Calcitonin,1,single,,Physiology,
bc7fdabc-0c33-4e85-befe-0015ca601164,"The hormone, which stimulates uterus contraction and lets down milk, is:",Progesterone,Prolactin,Prostaglandin,Oxytocin,3,single,,Physiology,
